id,name,product_name,product_link,product_image,price,size,drug_id,test_certificate,endotoxin_report,sterility_report,cloudinary_product_image,cloudinary_test_certificate,cloudinary_endotoxin_report,cloudinary_sterility_report
12,SwissChems,"S4 (Andarine), 1500mg (25mg/capsule)",https://swisschems.is/product/s4-andarine/,"downloaded_images/S4_(Andarine),_1500mg_(25mg_capsule).jpg",$65.95,1500mg,12,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994516/n8twaakkm8d0g7gmesor.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
13,SwissChems,"AC-262 (Accadrine), 600mg (10mg/capsule)",https://swisschems.is/product/ac-262-536-600mg-60capsules-10mg-capsule/,"downloaded_images/AC-262_(Accadrine),_600mg_(10mg_capsule).jpg",$74.95,600mg,13,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994517/dgilmuix6ereapw1s0fq.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
14,SwissChems,"Melanotan II, 10mg",https://swisschems.is/product/melanotan-ii-10mg-price-is-per-vial/,"downloaded_images/Melanotan_II,_10mg.jpg",$34.95 – $314.95,10mg,14,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994518/syuiewbxd2siwtwuugvh.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
15,SwissChems,"Anastrozole, 30mg (0.5mgcapsule)",https://swisschems.is/product/arimidex-anastrozole-30mg-60-capsules/,"downloaded_images/Anastrozole,_30mg_(0.5mgcapsule).jpg",$63.95,30mg,15,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994519/udnmb1pimibezcj65x6j.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
16,SwissChems,"RAD-150 (TLB-150), 600mg (10mg/capsule)",https://swisschems.is/product/rad-150-600-mg-60-caps-10-mg-1-capsule/,"downloaded_images/RAD-150_(TLB-150),_600mg_(10mg_capsule).jpg",$89.95,600mg,16,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994519/ftb5w9s7ub31egwfje07.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
17,SwissChems,"PT-141 (Bremenalotide), 10mg",https://swisschems.is/product/pt-141-10mg-price-is-per-vial/,"downloaded_images/PT-141_(Bremenalotide),_10mg.jpg",$49.99,10mg,17,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994520/lavpbh9ifo3fvetqoims.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
18,SwissChems,"Glutathione, 600mg",https://swisschems.is/product/injectable-glutathione-600mg/,"downloaded_images/Glutathione,_600mg.jpg",$29.95,600mg,18,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994521/gulufcmbytjzuzscj9yw.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
20,SwissChems,"S-23, 600mg (10mg/capsule)",https://swisschems.is/product/s-23-10mg-60caps/,"downloaded_images/S-23,_600mg_(10mg_capsule).jpg",$69.95,600mg,20,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994521/vfozgnggedbcghbfpm4w.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
21,SwissChems,"Raloxifene, 1200mg (20mg/capsule)",https://swisschems.is/product/raloxifene-1200-mg-20-mg-60-capsules/,"downloaded_images/Raloxifene,_1200mg_(20mg_capsule).jpg",$85.95,1200mg,21,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994522/hrvf7ucccrgsoxsjrzfp.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
23,SwissChems,"Phenibut HCL (250mg/capsule), 60 Capsules
",https://swisschems.is/product/phenibut-hcl-15-grams-250-grams-each-capsule/,"downloaded_images/Phenibut_HCL_(250mg_capsule),_60_Capsules
.jpg",$24.99,250 mg,22,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994523/vofuexcpxispabe59xb6.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
25,SwissChems,"CJC-1295 with DAC, 2mg",https://swisschems.is/product/cjc-1295-with-dac-2mg-price-is-per-vial/,"downloaded_images/CJC-1295_with_DAC,_2mg.jpg",$47.95 – $431.95,2mg,24,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994524/rxa9oi2lh0wm5hew2qpo.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
26,SwissChems,"Bromantane, 1500mg (25mg/capsule)",https://swisschems.is/product/bromantane-capsules-1500mg-60mg-per-capsule/,"downloaded_images/Bromantane,_1500mg_(25mg_capsule).jpg",$59.99,1500mg,25,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994524/xqrdkdycooynygqjekgp.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
27,SwissChems,"SR-9011, 300mg (5mg/capsule)",https://swisschems.is/product/sr-9011-5mg-60-capsules/,"downloaded_images/SR-9011,_300mg_(5mg_capsule).jpg",$85.95,300mg,26,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994525/mn77ffrwhlovy6hrlxwk.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
28,SwissChems,"Sermorelin, 2mg",https://swisschems.is/product/sermorelin-2mg-price-is-per-vial/,"downloaded_images/Sermorelin,_2mg.jpg",$25.95 – $233.95,2mg,27,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994526/yd8mzwz5ocociofu6bbq.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
30,SwissChems,HMG 75 IU,https://swisschems.is/product/hmg-75-iu-price-is-per-vial/,downloaded_images/HMG_75_IU.jpg,$37.95 – $341.95,75 IU,28,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994526/vej658mnq0iclayghyuu.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
31,SwissChems,Liothyronine T3 (0.05mg/60caps),https://swisschems.is/product/liothyronine-t3-0-05mg-60caps/,downloaded_images/Liothyronine_T3_(0.05mg_60caps).jpg,$59.95,05mg,29,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994527/oaatoagg8wrvle7buuie.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
32,SwissChems,"Phenibut HCL – Powder, 50 grams",https://swisschems.is/product/phenibut-hcl-powder-50-grams/,"downloaded_images/Phenibut_HCL_–_Powder,_50_grams.jpg",$24.99,50 grams,22,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994528/tgvydpituskpkdmgfeun.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
33,SwissChems,"Bromantane, 5 grams Powder",https://swisschems.is/product/bromantane-powder-5-grams/,"downloaded_images/Bromantane,_5_grams_Powder.jpg",$59.99,5 grams,25,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994529/xlbonupvod5yc0eqyxwb.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
34,SwissChems,"Dihexa, 300 mg (5 mg/60 capsules)",https://swisschems.is/product/dihexa-capsules-300mg-5mg-per-capsule/,"downloaded_images/Dihexa,_300_mg_(5_mg_60_capsules).jpg",$69.99,300 mg,30,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994529/gvtwrcsggyl90rvgauw6.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
36,SwissChems,"Piracetam, 48 grams (800 mg/60 capsules)",https://swisschems.is/product/piracetam-48-grams-60-capsules-800mg-capsule/,"downloaded_images/Piracetam,_48_grams_(800_mg_60_capsules).jpg",$19.99,800 mg,32,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994530/wzd9fqnlcoxiu1naymbm.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
38,SwissChems,Semax 30mg (1 vial),https://swisschems.is/product/semax-30mg-price-is-per-vial/,downloaded_images/Semax_30mg_(1_vial).jpg,$73.95,30mg,34,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994531/djc2fwkzd7qzxofaqfhe.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
39,SwissChems,"9-Me-BC (9mbc), 900 mg (15 mg/60 capsules)",https://swisschems.is/product/9-me-bc-capsules-900mg-15mg-per-capsule/,"downloaded_images/9-Me-BC_(9mbc),_900_mg_(15_mg_60_capsules).jpg",$62.99,900 mg,35,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994531/qbialkeorwmoxcaehxqo.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
40,SwissChems,Selank 5 mg (1 vial),https://swisschems.is/product/selank-5mg-price-is-per-vial/,downloaded_images/Selank_5_mg_(1_vial).jpg,$25.95,5 mg,36,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994532/z3km87zljbxajtupii9g.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
41,SwissChems,CJC-1295 without DAC 2 mg,https://swisschems.is/product/cjc-1295-without-dac-2mg-price-is-per-vial/,downloaded_images/CJC-1295_without_DAC_2_mg.jpg,$42.95 – $386.95,2 mg,24,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994533/hau7gpgqjjxirqx9gdhb.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
43,SwissChems,"Noopept (Omberacetam), 1800 mg (30 mg/60 capsules)",https://swisschems.is/product/noopept-capsules-1800mg-30mg-per-capsule/,"downloaded_images/Noopept_(Omberacetam),_1800_mg_(30_mg_60_capsules).jpg",$24.99,1800 mg,37,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994533/pwatsy16v59mvxquiryx.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
44,SwissChems,NAD+ (Nicotinamide Adenine Dinucleotide) 100 mg,https://swisschems.is/product/nad-coenzyme-peptide-1-vial-100-mg/,downloaded_images/NAD+_(Nicotinamide_Adenine_Dinucleotide)_100_mg.jpg,$47.95,100 mg,38,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,downloaded_images/Not Available Poster.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994534/cy0sgnfezqugictrh33o.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg,https://res.cloudinary.com/dds7ub1cg/image/upload/v1737994509/vidr7s7f7fwekvufcrfl.jpg
